TML_DTA_SOMM,TML_VAX_FORNITORE,TML_DES_STRUTTURA,TML_AREA,TML_FASCIA_ETA,TML_SESSO_M,TML_SESSO_F,TML_CAT_OSS,TML_CAT_PERSONALE,TML_CAT_RSA_OSPITI,TML_CAT_ALTRO,TML_DOSE_1,TML_DOSE_2,TML_REGIONE,TML_NUTS
2020-12-28,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,60-69,12,1,13,0,0,0,13,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - Ospedale Civico,SIC,20-29,2,3,5,0,0,0,5,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - Ospedale Civico,SIC,30-39,12,5,17,0,0,0,17,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - Ospedale Civico,SIC,40-49,6,9,15,0,0,0,15,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - Ospedale Civico,SIC,50-59,8,1,9,0,0,0,9,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - Ospedale Civico,SIC,60-69,6,3,9,0,0,0,9,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,20-29,5,3,8,0,0,0,8,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,30-39,5,4,9,0,0,0,9,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,40-49,7,3,10,0,0,0,10,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,50-59,6,6,10,2,0,0,12,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,60-69,12,4,16,0,0,0,16,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. Villa Sofia,SIC,20-29,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. Villa Sofia,SIC,30-39,3,2,5,0,0,0,5,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. Villa Sofia,SIC,40-49,6,6,12,0,0,0,12,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. Villa Sofia,SIC,50-59,12,8,20,0,0,0,20,0,Sicilia,ITG1
2020-12-28,PF/BT,HSP11 - P.O. Villa Sofia,SIC,60-69,7,8,15,0,0,0,15,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,20-29,2,3,5,0,0,0,5,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,30-39,10,14,24,0,0,0,24,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,40-49,7,4,11,0,0,0,11,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,50-59,3,8,11,0,0,0,11,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,60-69,6,3,9,0,0,0,9,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - Ospedale Civico,SIC,20-29,3,1,4,0,0,0,4,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - Ospedale Civico,SIC,30-39,9,4,13,0,0,0,13,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - Ospedale Civico,SIC,40-49,10,6,16,0,0,0,16,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - Ospedale Civico,SIC,50-59,12,3,15,0,0,0,15,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - Ospedale Civico,SIC,60-69,11,1,12,0,0,0,12,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,20-29,2,2,4,0,0,0,4,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,30-39,4,5,9,0,0,0,9,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,40-49,8,5,13,0,0,0,13,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,50-59,4,5,9,0,0,0,9,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,60-69,18,7,25,0,0,0,25,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. Villa Sofia,SIC,20-29,2,1,3,0,0,0,3,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. Villa Sofia,SIC,30-39,4,2,6,0,0,0,6,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. Villa Sofia,SIC,40-49,9,6,15,0,0,0,15,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. Villa Sofia,SIC,50-59,11,5,16,0,0,0,16,0,Sicilia,ITG1
2020-12-29,PF/BT,HSP11 - P.O. Villa Sofia,SIC,60-69,11,4,15,0,0,0,15,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,20-29,12,5,11,0,0,6,17,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,30-39,9,8,17,0,0,0,17,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,40-49,8,3,11,0,0,0,11,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,50-59,5,4,9,0,0,0,9,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - AZ.OSP.UNIV.P.GIACCONE,SIC,60-69,3,3,5,1,0,0,6,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - Ospedale Civico,SIC,20-29,0,2,2,0,0,0,2,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - Ospedale Civico,SIC,30-39,7,6,13,0,0,0,13,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - Ospedale Civico,SIC,40-49,8,5,13,0,0,0,13,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - Ospedale Civico,SIC,50-59,12,2,14,0,0,0,14,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - Ospedale Civico,SIC,60-69,4,2,6,0,0,0,6,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,20-29,3,2,4,1,0,0,5,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,30-39,8,12,20,0,0,0,20,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,40-49,6,10,14,2,0,0,16,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,50-59,10,5,12,3,0,0,15,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,60-69,10,5,14,1,0,0,15,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. Villa Sofia,SIC,20-29,12,5,11,0,0,6,17,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. Villa Sofia,SIC,30-39,9,8,17,0,0,0,17,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. Villa Sofia,SIC,40-49,8,3,11,0,0,0,11,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. Villa Sofia,SIC,50-59,5,4,9,0,0,0,9,0,Sicilia,ITG1
2020-12-30,PF/BT,HSP11 - P.O. Villa Sofia,SIC,60-69,3,3,5,1,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - A.O. per lEmergenza Cannizzaro,SIC,20-29,3,4,7,0,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - A.O. per lEmergenza Cannizzaro,SIC,30-39,2,3,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - A.O. per lEmergenza Cannizzaro,SIC,40-49,3,5,8,0,0,0,8,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - A.O. per lEmergenza Cannizzaro,SIC,50-59,5,2,7,0,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - A.O. per lEmergenza Cannizzaro,SIC,60-69,2,1,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,20-29,0,1,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,30-39,9,18,27,0,0,0,27,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,40-49,12,16,28,0,0,0,28,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,50-59,6,7,13,0,0,0,13,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,60-69,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,70-79,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - IRCCS Centro Neurolesi,SIC,30-39,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - IRCCS Centro Neurolesi,SIC,40-49,2,3,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - IRCCS Centro Neurolesi,SIC,50-59,0,2,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - IRCCS Centro Neurolesi,SIC,60-69,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,20-29,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,30-39,3,1,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,40-49,3,3,6,0,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,50-59,2,1,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,60-69,8,1,9,0,0,0,9,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - Ospedale Civico,SIC,20-29,10,9,19,0,0,0,19,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - Ospedale Civico,SIC,30-39,9,16,25,0,0,0,25,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - Ospedale Civico,SIC,40-49,17,18,34,0,0,1,35,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - Ospedale Civico,SIC,50-59,17,14,31,0,0,0,31,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - Ospedale Civico,SIC,60-69,5,8,13,0,0,0,13,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P. O. UMBERTO I,SIC,20-29,3,6,9,0,0,0,9,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P. O. UMBERTO I,SIC,30-39,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P. O. UMBERTO I,SIC,40-49,5,7,12,0,0,0,12,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P. O. UMBERTO I,SIC,50-59,11,8,19,0,0,0,19,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P. O. UMBERTO I,SIC,60-69,4,2,6,0,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. CIVICO PARTINICO,SIC,20-29,0,3,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. CIVICO PARTINICO,SIC,40-49,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. CIVICO PARTINICO,SIC,50-59,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. DEI BIANCHI CORLEONE,SIC,30-39,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. DEI BIANCHI CORLEONE,SIC,40-49,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. DEI BIANCHI CORLEONE,SIC,50-59,6,0,4,2,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. DEI BIANCHI CORLEONE,SIC,60-69,1,1,1,1,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. G. F. INGRASSIA,SIC,20-29,1,1,0,0,0,2,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. G. F. INGRASSIA,SIC,30-39,8,3,0,0,0,11,11,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. G. F. INGRASSIA,SIC,40-49,2,7,0,0,0,9,9,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. G. F. INGRASSIA,SIC,50-59,9,4,0,0,0,13,13,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. G. F. INGRASSIA,SIC,60-69,3,2,0,0,0,5,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Gravina e S. Pietro Caltagirone,SIC,20-29,8,4,12,0,0,0,12,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Gravina e S. Pietro Caltagirone,SIC,30-39,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Gravina e S. Pietro Caltagirone,SIC,40-49,0,2,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Gravina e S. Pietro Caltagirone,SIC,50-59,2,2,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Gravina e S. Pietro Caltagirone,SIC,60-69,4,0,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,SIC,20-29,5,7,12,0,0,0,12,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,SIC,30-39,4,6,10,0,0,0,10,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,SIC,40-49,8,8,16,0,0,0,16,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,SIC,50-59,20,10,29,0,0,1,30,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,SIC,60-69,7,3,10,0,0,0,10,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. ANTONIO ABATE  - TRAPANI,SIC,20-29,2,1,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. ANTONIO ABATE  - TRAPANI,SIC,30-39,4,1,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. ANTONIO ABATE  - TRAPANI,SIC,40-49,9,3,12,0,0,0,12,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. ANTONIO ABATE  - TRAPANI,SIC,50-59,7,1,8,0,0,0,8,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. ANTONIO ABATE  - TRAPANI,SIC,60-69,8,3,11,0,0,0,11,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. CIMINO TERMINI IMERESE,SIC,20-29,4,3,7,0,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. CIMINO TERMINI IMERESE,SIC,30-39,2,2,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. CIMINO TERMINI IMERESE,SIC,40-49,7,1,8,0,0,0,8,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. CIMINO TERMINI IMERESE,SIC,50-59,8,7,15,0,0,0,15,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. CIMINO TERMINI IMERESE,SIC,60-69,3,4,6,1,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. Marta e S. Venera Acireale,SIC,30-39,0,2,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. Marta e S. Venera Acireale,SIC,40-49,1,2,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. Marta e S. Venera Acireale,SIC,50-59,2,3,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. S. Marta e S. Venera Acireale,SIC,60-69,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. UMBERTO I (EX A.O.),SIC,20-29,1,8,9,0,0,0,9,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. UMBERTO I (EX A.O.),SIC,30-39,4,2,6,0,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. UMBERTO I (EX A.O.),SIC,40-49,3,3,6,0,0,0,6,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. UMBERTO I (EX A.O.),SIC,50-59,4,4,8,0,0,0,8,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. UMBERTO I (EX A.O.),SIC,60-69,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,16-19,2,0,0,0,0,2,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,20-29,12,13,24,0,0,1,25,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,30-39,12,20,32,0,0,0,32,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,40-49,6,8,14,0,0,0,14,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,50-59,13,17,30,0,0,0,30,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,60-69,34,22,56,0,0,0,56,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. VILLA DELLE GINESTRE,SIC,70-79,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Villa Sofia,SIC,20-29,1,3,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Villa Sofia,SIC,30-39,5,4,8,1,0,0,9,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Villa Sofia,SIC,40-49,3,2,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Villa Sofia,SIC,50-59,3,1,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - P.O. Villa Sofia,SIC,60-69,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO GASPARE RODOLICO,SIC,30-39,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO GASPARE RODOLICO,SIC,40-49,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO GASPARE RODOLICO,SIC,50-59,4,3,7,0,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO S.MARCO,SIC,20-29,1,2,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO S.MARCO,SIC,30-39,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO S.MARCO,SIC,40-49,2,2,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO S.MARCO,SIC,50-59,4,3,7,0,0,0,7,0,Sicilia,ITG1
2020-12-31,PF/BT,HSP11 - PRESIDIO OSPEDALIERO S.MARCO,SIC,60-69,1,1,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY - C.RIAB.ONLUS,SIC,20-29,6,4,10,0,0,0,10,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY - C.RIAB.ONLUS,SIC,30-39,0,1,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY - C.RIAB.ONLUS,SIC,40-49,1,0,1,0,0,0,1,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY ACIREALE,SIC,40-49,2,2,4,0,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY ACIREALE,SIC,50-59,3,2,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - ASS.J.F.KENNEDY ACIREALE,SIC,60-69,3,0,3,0,0,0,3,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - IST.RIAB.VILLAG. SAN GIUSEPPE,SIC,20-29,4,6,10,0,0,0,10,0,Sicilia,ITG1
2020-12-31,PF/BT,RIA11 - IST.RIAB.VILLAG. SAN GIUSEPPE,SIC,30-39,2,0,2,0,0,0,2,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,20-29,0,5,5,0,0,0,5,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,30-39,8,3,11,0,0,0,11,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,40-49,13,7,20,0,0,0,20,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,50-59,9,7,16,0,0,0,16,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,60-69,3,1,3,1,0,0,4,0,Sicilia,ITG1
2020-12-31,PF/BT,STS11 - IRCCS Ismett,SIC,70-79,3,0,3,0,0,0,3,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,16-19,1,0,0,1,0,0,1,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,20-29,4,9,10,3,0,0,13,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,30-39,10,13,23,0,0,0,23,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,40-49,23,18,41,0,0,0,41,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,50-59,5,12,16,1,0,0,17,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,SIC,60-69,3,0,3,0,0,0,3,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,20-29,0,3,3,0,0,0,3,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,30-39,4,3,7,0,0,0,7,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,40-49,3,6,9,0,0,0,9,0,Sicilia,ITG1
2021-01-01,PF/BT,HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,SIC,50-59,2,1,3,0,0,0,3,0,Sicilia,ITG1
